date,o,h,l,c
2020-01-10 18:42:00,1.1121050000000001,1.1121050000000001,1.11205,1.11206
2020-01-10 18:43:00,1.112065,1.112065,1.1119750000000002,1.111985
2020-01-10 18:44:00,1.112005,1.11202,1.11198,1.112
2020-01-10 18:45:00,1.1120100000000002,1.1120299999999999,1.11196,1.11198
2020-01-10 18:46:00,1.112,1.11201,1.11199,1.11199
2020-01-10 18:47:00,1.11199,1.111995,1.11196,1.111985
2020-01-10 18:48:00,1.112005,1.1120299999999999,1.111995,1.112025
2020-01-10 18:49:00,1.112045,1.11206,1.11201,1.11205
2020-01-10 18:50:00,1.112095,1.112145,1.11205,1.11212
2020-01-10 18:51:00,1.11212,1.11212,1.11209,1.11209
2020-01-10 18:52:00,1.1121,1.11211,1.11209,1.112095
2020-01-10 18:53:00,1.1121050000000001,1.11211,1.11208,1.112095
2020-01-10 18:54:00,1.11209,1.11209,1.112055,1.112055
2020-01-10 18:55:00,1.11206,1.11206,1.112055,1.11206
2020-01-10 18:56:00,1.1120700000000001,1.11208,1.112015,1.112025
2020-01-10 18:57:00,1.112025,1.112025,1.1119249999999998,1.1119249999999998
2020-01-10 18:58:00,1.111935,1.111945,1.111845,1.1118549999999998
2020-01-10 18:59:00,1.111885,1.1118999999999999,1.11184,1.11185
2020-01-10 19:00:00,1.111875,1.111895,1.11181,1.11185
2020-01-10 19:01:00,1.11185,1.11185,1.111775,1.11178
2020-01-10 19:02:00,1.111815,1.1118549999999998,1.11178,1.11185
2020-01-10 19:03:00,1.11185,1.11185,1.11177,1.11179
2020-01-10 19:04:00,1.11179,1.11179,1.11172,1.111745
2020-01-10 19:05:00,1.1117650000000001,1.11179,1.111745,1.111785
2020-01-10 19:06:00,1.111815,1.11186,1.111755,1.11186
2020-01-10 19:07:00,1.1118899999999998,1.111915,1.1118549999999998,1.1118999999999999
2020-01-10 19:08:00,1.11193,1.11195,1.11191,1.1119400000000002
2020-01-10 19:09:00,1.11193,1.11193,1.11189,1.1118999999999999
2020-01-10 19:10:00,1.11194,1.11198,1.111895,1.111955
2020-01-10 19:11:00,1.1120100000000002,1.112055,1.111955,1.111965
2020-01-10 19:12:00,1.11199,1.11202,1.111955,1.11201
2020-01-10 19:13:00,1.112015,1.112015,1.111955,1.111965
2020-01-10 19:14:00,1.111955,1.111955,1.11189,1.111925
2020-01-10 19:15:00,1.111935,1.111935,1.1118700000000001,1.11192
2020-01-10 19:16:00,1.111965,1.11201,1.11192,1.111965
2020-01-10 19:17:00,1.111955,1.111955,1.11186,1.11186
2020-01-10 19:18:00,1.111895,1.11192,1.1118700000000001,1.111915
2020-01-10 19:19:00,1.111915,1.111925,1.111895,1.111915
2020-01-10 19:20:00,1.11193,1.111935,1.11185,1.111915
2020-01-10 19:21:00,1.111915,1.11192,1.11189,1.11191
2020-01-10 19:22:00,1.1119400000000002,1.111965,1.11191,1.111965
2020-01-10 19:23:00,1.11199,1.112015,1.111945,1.11201
2020-01-10 19:24:00,1.112025,1.11204,1.11201,1.112015
2020-01-10 19:25:00,1.1120649999999999,1.11212,1.112015,1.1121050000000001
2020-01-10 19:26:00,1.11211,1.11212,1.11208,1.11211
2020-01-10 19:27:00,1.11211,1.11211,1.11206,1.112085
2020-01-10 19:28:00,1.112085,1.1120999999999999,1.11206,1.11209
2020-01-10 19:29:00,1.112095,1.112095,1.11206,1.1120700000000001
2020-01-10 19:30:00,1.11211,1.1121349999999999,1.11208,1.11212
2020-01-10 19:31:00,1.112125,1.1121400000000001,1.11206,1.1121349999999999
2020-01-10 19:32:00,1.112155,1.11216,1.112145,1.11216
2020-01-10 19:33:00,1.1121699999999999,1.11218,1.11216,1.1121699999999999
2020-01-10 19:34:00,1.1121750000000001,1.1121750000000001,1.11208,1.11211
2020-01-10 19:35:00,1.1121400000000001,1.112165,1.11208,1.11216
2020-01-10 19:36:00,1.112165,1.112165,1.11209,1.11214
2020-01-10 19:37:00,1.11215,1.112165,1.11213,1.112165
2020-01-10 19:38:00,1.112165,1.112165,1.11212,1.11216
2020-01-10 19:39:00,1.112165,1.1121699999999999,1.11213,1.11215
2020-01-10 19:40:00,1.1121750000000001,1.11219,1.11216,1.11219
2020-01-10 19:41:00,1.11219,1.11219,1.11216,1.11216
2020-01-10 19:42:00,1.1122,1.112235,1.11216,1.112165
2020-01-10 19:43:00,1.1121750000000001,1.112185,1.1121249999999998,1.11218
2020-01-10 19:44:00,1.1122049999999999,1.11222,1.11218,1.11218
2020-01-10 19:45:00,1.112185,1.11219,1.1121750000000001,1.112185
2020-01-10 19:46:00,1.112215,1.11224,1.11218,1.112225
2020-01-10 19:47:00,1.112235,1.112235,1.1122100000000001,1.11223
2020-01-10 19:48:00,1.1122550000000002,1.1122800000000002,1.112225,1.1122649999999998
2020-01-10 19:49:00,1.11228,1.112295,1.1122649999999998,1.1122649999999998
2020-01-10 19:50:00,1.11227,1.11227,1.1122649999999998,1.1122649999999998
2020-01-10 19:51:00,1.112275,1.1122800000000002,1.1122649999999998,1.1122649999999998
2020-01-10 19:52:00,1.112285,1.1122999999999998,1.1122649999999998,1.1122649999999998
2020-01-10 19:53:00,1.11228,1.112285,1.1122649999999998,1.1122649999999998
2020-01-10 19:54:00,1.1122649999999998,1.1122649999999998,1.1122,1.1122100000000001
2020-01-10 19:55:00,1.11222,1.112225,1.1122100000000001,1.112225
2020-01-10 19:56:00,1.11225,1.112275,1.11222,1.11226
2020-01-10 19:57:00,1.11226,1.11226,1.1122,1.1122100000000001
2020-01-10 19:58:00,1.11227,1.112325,1.1122100000000001,1.1122100000000001
2020-01-10 19:59:00,1.112215,1.11222,1.1120999999999999,1.1122049999999999
2020-01-10 20:00:00,1.112195,1.1122,1.11213,1.112165
2020-01-10 20:01:00,1.11219,1.11222,1.112085,1.11211
2020-01-10 20:02:00,1.112125,1.1121349999999999,1.11206,1.112065
2020-01-10 20:03:00,1.11206,1.11206,1.111965,1.11201
2020-01-10 20:04:00,1.1120299999999999,1.112045,1.11196,1.11199
2020-01-10 20:05:00,1.11201,1.112025,1.11199,1.112005
2020-01-10 20:06:00,1.112015,1.1120299999999999,1.111965,1.112005
2020-01-10 20:07:00,1.11202,1.11202,1.111945,1.112015
2020-01-10 20:08:00,1.112045,1.1120700000000001,1.111995,1.1120700000000001
2020-01-10 20:09:00,1.1120700000000001,1.1120700000000001,1.112065,1.112065
2020-01-10 20:10:00,1.112075,1.112085,1.11206,1.11208
2020-01-10 20:11:00,1.1120999999999999,1.11213,1.112065,1.11208
2020-01-10 20:12:00,1.112085,1.112095,1.112025,1.112055
2020-01-10 20:13:00,1.11206,1.112065,1.112025,1.11204
2020-01-10 20:14:00,1.1120700000000001,1.11209,1.11204,1.11206
2020-01-10 20:15:00,1.112075,1.112095,1.11202,1.1120700000000001
2020-01-10 20:16:00,1.11213,1.112195,1.112065,1.112185
2020-01-10 20:17:00,1.11219,1.112195,1.1121249999999998,1.112165
2020-01-10 20:18:00,1.1121750000000001,1.112185,1.11216,1.1121699999999999
2020-01-10 20:19:00,1.1121699999999999,1.1121699999999999,1.1121349999999999,1.112155
2020-01-10 20:20:00,1.1121699999999999,1.1121699999999999,1.11212,1.11215
2020-01-10 20:21:00,1.112165,1.1121699999999999,1.11215,1.112165
2020-01-10 20:22:00,1.112155,1.112155,1.112095,1.112095
2020-01-10 20:23:00,1.112115,1.11213,1.112095,1.1120999999999999
2020-01-10 20:24:00,1.112115,1.1121249999999998,1.11209,1.112115
2020-01-10 20:25:00,1.112115,1.11212,1.112065,1.1120700000000001
2020-01-10 20:26:00,1.1120700000000001,1.11208,1.112065,1.1120700000000001
2020-01-10 20:27:00,1.1120700000000001,1.1120700000000001,1.11206,1.112065
2020-01-10 20:28:00,1.112065,1.112065,1.11201,1.11201
2020-01-10 20:29:00,1.112005,1.112005,1.1119949999999998,1.112
2020-01-10 20:30:00,1.1120299999999999,1.112055,1.112,1.112055
2020-01-10 20:31:00,1.112065,1.112065,1.11204,1.112045
2020-01-10 20:32:00,1.112055,1.112065,1.11204,1.11205
2020-01-10 20:33:00,1.11205,1.11205,1.11201,1.11201
2020-01-10 20:34:00,1.112015,1.11202,1.111995,1.112
2020-01-10 20:35:00,1.11201,1.112025,1.11198,1.11202
2020-01-10 20:36:00,1.112055,1.112085,1.112015,1.112085
2020-01-10 20:37:00,1.112085,1.11209,1.11204,1.112055
2020-01-10 20:38:00,1.112055,1.112055,1.1120299999999999,1.112045
2020-01-10 20:39:00,1.1120649999999999,1.11209,1.11204,1.11209
2020-01-10 20:40:00,1.112125,1.112165,1.112065,1.11215
2020-01-10 20:41:00,1.1121699999999999,1.1121699999999999,1.11215,1.11216
2020-01-10 20:42:00,1.1121750000000001,1.11219,1.112155,1.112155
2020-01-10 20:43:00,1.11215,1.112155,1.11213,1.1121349999999999
2020-01-10 20:44:00,1.1121349999999999,1.1121349999999999,1.11206,1.1120999999999999
